constellation_id,constellation_name,cron_datetime,region_id,region_name,security_class,security_status,solarsystem_name,star_id,stargates,system_id,write_recipt,x,y,z
20000329,Mulata,2017-11-10T01:06:49.678568,10000043,Domain,B1,0.5587485432624817,Seiradih,40142819,"[30002242, 30002244, 30002246, 30002250]",30002243,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.3728185417569395e+17,2.740909336204273e+16,-7.46227554061396e+16
20000326,Kekah,2017-11-10T01:06:49.678568,10000043,Domain,B1,0.7271847724914551,Airshaz,40141571,"[30003482, 30002220]",30002222,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.5860116037160794e+17,7.635469891009494e+16,-1.025076225758824e+17
20000230,E-UBWI,2017-11-10T01:06:49.678568,10000018,The Spire,K4,-0.37836289405822754,Q-UVY6,40099760,"[30001566, 30001536]",30001562,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.0293243868052176e+17,5.264088503480993e+16,-2781041928261040.0
20000461,AJG-MV,2017-11-10T01:06:49.678568,10000039,Esoteria,G,-0.08374839276075363,DNEP-Y,40200514,"[30003159, 30003154]",30003157,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-8.922538343656552e+16,6598610082688198.0,-4.44814194106258e+17
20000023,Ihatalo,2017-11-10T01:06:49.678568,10000002,The Forge,C1,0.3150860369205475,Messoya,40010403,"[30000163, 30000195]",30000164,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.9499797277263624e+16,4.396255189372663e+16,8.560505863340893e+16
20000470,3RU-10,2017-11-10T01:06:49.678568,10000040,Oasa,K5,-0.6246110200881958,7-UVMT,40204037,"[30003222, 30003216]",30003217,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.339634830477017e+17,4.518761821197272e+16,1.0407480364086077e+17
20000446,Elalan,2017-11-10T01:06:49.678568,10000037,Everyshore,D1,0.6805528402328491,Aydoteaux,40194088,"[30005288, 30003052]",30003055,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.3094975819354192e+17,2.632220365736216e+16,1.7914023046169504e+16
20000023,Ihatalo,2017-11-10T01:06:49.678568,10000002,The Forge,C1,0.3246248662471771,Akora,40010345,"[30000186, 30000160, 30000164, 30000162]",30000163,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-6.7075105340374504e+16,4.95570542917043e+16,9.432621850676304e+16
20000102,7VJ-7M,2017-11-10T01:06:49.678568,10000008,Scalding Pass,I,-0.0630912110209465,8Q-T7B,40044008,"[30000671, 30000701, 30000699, 30000721, 30000698]",30000697,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.8464609487157544e+16,-1.1044335609919618e+16,-1.3753917793656422e+17
20000400,Ambrye,2017-11-10T01:06:49.678568,10000032,Sinq Laison,B,0.9035504460334778,Vittenyn,40173412,"[30042715, 30002734, 30002733, 30002732, 30002715]",30002731,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.675326446188284e+17,4.060918719849227e+16,2.2613782210572816e+16
20000297,304Z-R,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.05906204506754875,F-NMX6,40128775,"[30002018, 30002029, 30002016]",30002019,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.8654423816110547e+17,7.391377187920893e+16,2.245772290808753e+17
20000019,Ihilakken,2017-11-10T01:06:49.678568,10000002,The Forge,A,0.9747262001037598,Hirtamon,40008461,"[30021407, 30000132, 30000138, 30000145]",30000133,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.3377230510698963e+17,6.159329935129189e+16,1.1164175066806773e+17
20000455,Q-2BI6,2017-11-10T01:06:49.678568,10000039,Esoteria,G3,-0.4775104522705078,NH-R5B,40197966,"[30003118, 30003114]",30003117,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.2732503061510189e+17,4699940741038854.0,-3.7907177827435437e+17
20000023,Ihatalo,2017-11-10T01:06:49.678568,10000002,The Forge,C1,0.44071537256240845,Maila,40010320,"[30000161, 30000163]",30000162,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-7.505326966156026e+16,5.3824894190535816e+16,9.225056287299659e+16
20000033,DMXN-3,2017-11-10T01:06:49.678568,10000003,Vale of the Silent,H2,-0.3855828046798706,FA-DMO,40014904,"[30000228, 30000236, 30000235]",30000233,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-9.612677289011053e+16,1.4121547818012246e+17,2.104347118270824e+17
20000125,X-VN63,2017-11-10T01:06:49.678568,10000010,Tribute,H,-0.1589990109205246,0-YMBJ,40054421,"[30001963, 30000858]",30000857,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.712208288095963e+17,1.0817355778531909e+17,2.3548494877950112e+17
20000125,X-VN63,2017-11-10T01:06:49.678568,10000010,Tribute,H,-0.23651929199695587,F-749O,40054329,"[30000860, 30000855, 30000854, 30000853, 30000852]",30000856,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.5211783741959766e+17,1.0443229180662046e+17,2.2807323819359037e+17
20000032,OSJ7-I,2017-11-10T01:06:49.678568,10000003,Vale of the Silent,H,-0.21862681210041046,0-R5TS,40014203,"[30000223, 30000210]",30000222,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-6.720104688976184e+16,9.820726062584965e+16,1.6813978897330374e+17
20000293,WMP-OF,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.13399705290794373,ION-FG,40127083,"[30001976, 30001992]",30001991,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.51788696297477e+17,1.1054792763020104e+17,2.30715075359584e+17
20000474,D4J-PP,2017-11-10T01:06:49.678568,10000040,Oasa,K4,-0.46837693452835083,VZEG-B,40206009,"[30003245, 30003243]",30003247,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.5274455432970902e+17,6.754783401608099e+16,1.1179875274826992e+17
20000455,Q-2BI6,2017-11-10T01:06:49.678568,10000039,Esoteria,G4,-0.5501663684844971,VL7-60,40197915,[30003114],30003116,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.2672156467527114e+17,5476314080437330.0,-3.830408167552677e+17
20000303,Tiat,2017-11-10T01:06:49.678568,10000042,Metropolis,E,0.3960712254047394,Hadozeko,40131210,"[30002056, 30002058, 30002097]",30002057,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.292703232453436e+17,2.380751042245214e+16,4.052688565305033e+16
20000320,WTE-CK,2017-11-10T01:06:49.678568,10000025,Immensea,I4,-0.597842812538147,W4E-IT,40138485,"[30002175, 30002173, 30002164]",30002172,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,3.948495640428583e+16,-1.616438107253506e+16,-2.4252372700783226e+17
20000125,X-VN63,2017-11-10T01:06:49.678568,10000010,Tribute,H1,-0.2557477355003357,NL6V-7,40054247,"[30000859, 30000856]",30000855,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.4903294260526365e+17,9.954204854380528e+16,2.3926934557504768e+17
20000303,Tiat,2017-11-10T01:06:49.678568,10000042,Metropolis,E,0.43787628412246704,Resbroko,40131181,"[30002059, 30002055, 30002054, 30002057]",30002056,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.3133428152158944e+17,3.02084563495823e+16,4.386313387504264e+16
20000171,EM-L3K,2017-11-10T01:06:49.678568,10000014,Catch,I1,-0.30171775817871094,WLAR-J,40074468,"[30001182, 30001171]",30001173,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-6.6330410360844e+16,2.7059183388224724e+16,-1.8443590010330445e+17
20000250,Damadil,2017-11-10T01:06:49.678568,10000020,Tash-Murkon,B1,0.7361590266227722,Onazel,40107306,"[30004098, 30001689, 30001687]",30001688,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.3315470273362112e+17,4.62532346097627e+16,-1.1879471423390286e+17
20000469,F-W6B4,2017-11-10T01:06:49.678568,10000040,Oasa,K6,-0.6904982924461365,5-9L3H,40203863,"[30003213, 30003211, 30003210]",30003214,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.3571465839697066e+17,5.022109424458436e+16,9.916123664408005e+16
20000171,EM-L3K,2017-11-10T01:06:49.678568,10000014,Catch,I,-0.1075778380036354,K0CN-3,40074413,"[30001175, 30001174, 30001170]",30001172,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.380461137794083e+16,1.2965304139336508e+16,-1.7614473950738246e+17
20000053,B-PHYN,2017-11-10T01:06:49.678568,10000004,UUA-F4,,-0.0006646601832471788,K7A-G8,40023130,,30000369,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.87031174178215e+16,4.4555498362174184e+16,2.6830745448963197e+17
20000298,K-QUVW,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.05500958114862442,J-OK0C,40129250,[30002025],30002026,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.7965895280578208e+17,7.96002449945148e+16,2.116935534901473e+17
20000133,U-3HAO,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I5,-0.7053433060646057,6EG7-R,40057951,"[30000910, 30000938, 30000909, 30000908]",30000907,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.976577238166838e+16,2.5639116469395396e+16,-9.483130157739078e+16
20000299,LN-L8L,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.06723310798406601,B-9C24,40129497,"[30002019, 30002030, 30002031]",30002029,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.936917797443161e+17,7.039002723378464e+16,2.2287129822741456e+17
20000133,U-3HAO,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I2,-0.3829289674758911,FVXK-D,40057913,"[30000977, 30000909]",30000906,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,7.1206288324502824e+16,3.730161321028313e+16,-8.39864239089615e+16
20000303,Tiat,2017-11-10T01:06:49.678568,10000042,Metropolis,D1,0.4744107127189636,Amo,40131115,"[30002054, 30002059, 30002056]",30002055,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.3065331874858094e+17,3.217597993637918e+16,4.907978382012619e+16
20000186,48R-PS,2017-11-10T01:06:49.678568,10000015,Venal,H2,-0.42291343212127686,MQFX-Q,40081341,"[30001277, 30001279]",30001278,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.6466362858407293e+17,1.1616352234483592e+17,3.175507401469988e+17
20000469,F-W6B4,2017-11-10T01:06:49.678568,10000040,Oasa,K4,-0.4958667457103729,FZCR-3,40203829,"[30003214, 30003210]",30003213,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.3264253503706064e+17,5.868930588769662e+16,9.661346388905827e+16
20000429,S-B1E4,2017-11-10T01:06:49.678568,10000035,Deklein,H6,-0.8172330260276794,ZOYW-O,40185457,"[30002926, 30002921]",30002923,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.6797625006410218e+17,8.180755031029498e+16,3.1110453975170586e+17
20000465,WE-WLQ,2017-11-10T01:06:49.678568,10000040,Oasa,K,-0.12027406692504883,ND-X7X,40202116,"[30003185, 30001132, 30003187, 30001135, 30003184]",30003186,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.8918218753042134e+17,8.984166926361558e+16,9.772730245936216e+16
20000136,BB8E-G,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I3,-0.45581522583961487,WPR-EI,40059221,"[30000927, 30000929]",30000928,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.7611198972418744e+16,3.522770170146142e+16,-8.386586755783622e+16
20000318,EL8Z-M,2017-11-10T01:06:49.678568,10000025,Immensea,I1,-0.3494883179664612,9-XN3F,40137693,"[30002160, 30002143, 30002162]",30002159,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,3.5497702415706504e+16,-1.7645315105336348e+16,-2.284430953966752e+17
20000186,48R-PS,2017-11-10T01:06:49.678568,10000015,Venal,H,-0.24520491063594818,N5Y-4N,40081292,"[30001276, 30001278]",30001277,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.6350611987910778e+17,1.1014140987131467e+17,3.073771289522659e+17
20000378,Benurad,2017-11-10T01:06:49.678568,10000030,Heimatar,E,0.3588038980960846,Hrondmund,40164104,"[30002577, 30002574]",30002576,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.900477834833818e+16,8809276576760825.0,4.183449941160768e+16
20000244,Somi,2017-11-10T01:06:49.678568,10000020,Tash-Murkon,B1,0.5849645733833313,Imeshasa,40105507,"[30001653, 30001675]",30001655,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.0104994393985878e+17,5.612378951212712e+16,-9.565598735475288e+16
20000317,Y46-EN,2017-11-10T01:06:49.678568,10000025,Immensea,I1,-0.30230534076690674,7-ZT1Y,40137618,[30002156],30002158,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-301521662356072.0,-1.7236238675631016e+16,-1.5516715461056275e+17
20000019,Ihilakken,2017-11-10T01:06:49.678568,10000002,The Forge,B,0.9120169878005981,Ansila,40008391,"[30000134, 30000138, 30000133]",30000132,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.4190783934953349e+17,5.543072662692601e+16,1.0920801611402586e+17
20000186,48R-PS,2017-11-10T01:06:49.678568,10000015,Venal,H,-0.2076244354248047,6W-HRH,40081223,"[30001277, 30001275]",30001276,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.612122459938884e+17,1.1489088556430083e+17,3.034481999010204e+17
20000027,Etsala,2017-11-10T01:06:49.678568,10000002,The Forge,C1,0.3843998908996582,Otsela,40012323,"[30000190, 30000191, 30000189, 30000188, 30000169, 30000192]",30000194,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-8.513208811988198e+16,8.381088189943238e+16,1.3675173242587931e+17
20000317,Y46-EN,2017-11-10T01:06:49.678568,10000025,Immensea,I5,-0.7081210613250732,B-R5RB,40137530,[30002153],30002157,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.347144757594185e+16,-2.455577703406999e+16,-1.7636746013795302e+17
20000186,48R-PS,2017-11-10T01:06:49.678568,10000015,Venal,H,-0.15221676230430603,CSOA-B,40081170,"[30001274, 30001276]",30001275,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.5693014502700355e+17,1.2071545169951286e+17,2.9594332243702726e+17
20000132,730-KH,2017-11-10T01:06:49.678568,10000011,Great Wildlands,I,-0.11934583634138107,M-MD3B,40057876,"[30000903, 30000900]",30000905,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.8230570829870172e+16,8484959963976981.0,-6.914885555527485e+16
20000015,Subi,2017-11-10T01:06:49.678568,10000001,Derelik,B2,0.42298102378845215,Hothomouh,40007319,"[30000107, 30000108, 30000109]",30000111,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.01697231116601e+17,3.1692620381826144e+16,-8.134109960577371e+16
20000341,6TT8-Z,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K3,-0.13988348841667175,GTY-FW,40148130,"[30002327, 30002324]",30002328,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.2255822499311563e+17,9.802528546640976e+16,2.4507961434476384e+16
20000104,WQZ8-4,2017-11-10T01:06:49.678568,10000008,Scalding Pass,I6,-0.7894042134284973,WO-GC0,40044787,"[30000712, 30000709]",30000711,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,9.183464456557726e+16,3.969317438139103e+16,-1.160576502778726e+17
20000075,HOV-VI,2017-11-10T01:06:49.678568,10000005,Detorid,F,-0.20141160488128662,I-9GI1,40032489,"[30000518, 30002163, 30000519]",30000520,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,4.94829122809403e+16,-3.131819693196053e+16,-2.2100423811297094e+17
20000341,6TT8-Z,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K3,-0.04182857275009155,TP-RTO,40148089,"[30002328, 30002326, 30002329]",30002327,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.241584161480842e+17,8.988437323775808e+16,1.826455937822372e+16
20000451,Tandoiras,2017-11-10T01:06:49.678568,10000038,The Bleak Lands,B2,0.2798665463924408,Sahtogas,40196016,"[30003087, 30003091, 30003079, 30003088]",30003086,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.607149096640146e+17,1.148930001103365e+16,-4.100270693769536e+16
20000317,Y46-EN,2017-11-10T01:06:49.678568,10000025,Immensea,I2,-0.39782440662384033,FN-DSR,40137481,"[30002158, 30002155]",30002156,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2120363081366735.0,-2.229743699213231e+16,-1.5843729437041338e+17
20000075,HOV-VI,2017-11-10T01:06:49.678568,10000005,Detorid,F2,-0.3628852963447571,DVWV-3,40032375,"[30000520, 30000516, 30000519]",30000518,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.463081266208711e+16,-1.833138903501983e+16,-2.2285993928386845e+17
20000399,Nadire,2017-11-10T01:06:49.678568,10000032,Sinq Laison,D3,0.10568855702877045,Esmes,40173399,"[30002729, 30003478]",30002730,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.2793194294265533e+17,8.7026559922087e+16,-5196074274655588.0
20000186,48R-PS,2017-11-10T01:06:49.678568,10000015,Venal,H,-0.13865958154201508,K3JR-J,40081124,"[30001272, 30001275]",30001274,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.5822160686828528e+17,1.1862697219368307e+17,2.9121129254393715e+17
20000341,6TT8-Z,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K3,-0.11698774248361588,RV-GA8,40148033,"[30002323, 30002327, 30002330]",30002326,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.2936755109266296e+17,8.410213766341608e+16,2.144846791015154e+16
20000450,Ichida,2017-11-10T01:06:49.678568,10000038,The Bleak Lands,B1,0.7266675233840942,Hakodan,40195987,"[30003081, 30003082]",30003085,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.4226482210259659e+17,6.955642435827596e+16,-6.4934341773262e+16
20000075,HOV-VI,2017-11-10T01:06:49.678568,10000005,Detorid,F,-0.24853889644145966,KE-0FB,40032421,"[30000518, 30000516, 30000520]",30000519,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.296707322117449e+16,-2.907333148069778e+16,-2.2166389551038234e+17
20000125,X-VN63,2017-11-10T01:06:49.678568,10000010,Tribute,H,-0.22319772839546204,B-S42H,40054178,"[30000856, 30000886, 30000860, 30000859, 30000853]",30000854,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.558408341233156e+17,1.0242464562684022e+17,2.2125916693936755e+17
20000400,Ambrye,2017-11-10T01:06:49.678568,10000032,Sinq Laison,B,0.7796912789344788,Mirilene,40173483,"[30002731, 30002667]",30002732,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.664258833175848e+17,3.735062248915998e+16,1.9705539565571508e+16
20000317,Y46-EN,2017-11-10T01:06:49.678568,10000025,Immensea,I3,-0.5436621904373169,XS-K1O,40137400,"[30002156, 30002154]",30002155,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-8567127193052074.0,-2.4028184267695308e+16,-1.6292988891861472e+17
20000072,3R-BJL,2017-11-10T01:06:49.678568,10000005,Detorid,F3,-0.511651873588562,8FN-GP,40030828,"[30000844, 30000495]",30000494,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.8990529021787053e+17,-1.7066784865523908e+16,-2.0211249070096266e+17
20000455,Q-2BI6,2017-11-10T01:06:49.678568,10000039,Esoteria,G3,-0.5337935090065002,C-VZAK,40197717,"[30003114, 30003104]",30003113,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.205781051361789e+17,1.0427130539954974e+16,-3.794756387421297e+17
20000292,YS-GOP,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.17466333508491516,93PI-4,40127033,"[30001987, 30001442]",30001990,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.6343387921317648e+17,8.782801487214987e+16,1.9477827694792112e+17
20000399,Nadire,2017-11-10T01:06:49.678568,10000032,Sinq Laison,D3,0.17835606634616852,Aetree,40173357,"[30002730, 30002727]",30002729,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.1741763701242458e+17,7.787582342859315e+16,2652204087222782.0
20000250,Damadil,2017-11-10T01:06:49.678568,10000020,Tash-Murkon,B,0.8359400629997253,Lossa,40107259,"[30001708, 30001672, 30001680, 30001688]",30001687,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.2459263427991325e+17,5.2702694584636584e+16,-1.2550083138459144e+17
20000341,6TT8-Z,2017-11-10T01:06:49.678568,10000027,Etherium Reach,K3,-0.03132322058081627,3H58-R,40147984,[30002323],30002325,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.2644806721348907e+17,7.895903959634485e+16,3.399293668478888e+16
20000450,Ichida,2017-11-10T01:06:49.678568,10000038,The Bleak Lands,B1,0.4744237959384918,Malpara,40195951,[30003082],30003084,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.468287484612412e+17,4.8524601557769176e+16,-6.153678174129376e+16
20000292,YS-GOP,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.20735889673233032,L-TS8S,40127014,"[30002010, 30001986, 30001978]",30001989,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.3809047263950547e+17,8.767044435089224e+16,2.1513700541899994e+17
20000319,YENX-U,2017-11-10T01:06:49.678568,10000025,Immensea,I5,-0.6530265212059021,8X6T-8,40138413,[30002170],30002171,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.747111499446606e+16,-2773105600594519.0,-2.4890579057046768e+17
20000446,Elalan,2017-11-10T01:06:49.678568,10000037,Everyshore,D1,0.7101435661315918,Avele,40193961,"[30003039, 30003051]",30003053,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.0021740106958115e+17,1.805811969812191e+16,3.1881949881647616e+16
20000292,YS-GOP,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.13239924609661102,MI6O-6,40126931,[30001986],30001988,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.5777618371265267e+17,7.544740488605918e+16,2.0019076934977616e+17
20000465,WE-WLQ,2017-11-10T01:06:49.678568,10000040,Oasa,K,-0.10243691504001617,MZLW-9,40202012,"[30003183, 30003184, 30003186]",30003185,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.8544272624419843e+17,9.356255109545032e+16,9.198376012537395e+16
20000319,YENX-U,2017-11-10T01:06:49.678568,10000025,Immensea,I4,-0.6275157928466797,CKX-RW,40138364,"[30002171, 30002169, 30002178]",30002170,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,5.269480067125617e+16,4685152704053903.0,-2.4438366571198067e+17
20000446,Elalan,2017-11-10T01:06:49.678568,10000037,Everyshore,D1,0.7080520391464233,Tolle,40193893,"[30003055, 30003048, 30005201]",30003052,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.2659141105439674e+17,2.62201857234275e+16,2.0221225665417076e+16
20000292,YS-GOP,2017-11-10T01:06:49.678568,10000023,Pure Blind,J1,-0.29838892817497253,G-M4I8,40126882,"[30001990, 30002002, 30001985, 30001984]",30001987,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.5132141996931382e+17,9.643279721705941e+16,1.9731961983465024e+17
20000171,EM-L3K,2017-11-10T01:06:49.678568,10000014,Catch,I,-0.16685014963150024,F4R2-Q,40074380,"[30001168, 30001175, 30001173, 30001170]",30001171,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.786557343289172e+16,2.0533785669345136e+16,-1.851319002338865e+17
20000455,Q-2BI6,2017-11-10T01:06:49.678568,10000039,Esoteria,G6,-0.8092378973960876,D-FVI7,40197867,[30003114],30003115,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.1408794033348515e+17,1452386156786836.0,-3.919126224098734e+17
20000033,DMXN-3,2017-11-10T01:06:49.678568,10000003,Vale of the Silent,H2,-0.35513800382614136,Q-R3GP,40015092,"[30000228, 30000233]",30000235,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-9.340456237107586e+16,1.4229320929122278e+17,2.0484672963492854e+17
20000171,EM-L3K,2017-11-10T01:06:49.678568,10000014,Catch,I,-0.10884319245815277,1P-WGB,40074275,"[30001050, 30001172, 30001171]",30001170,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-4.934902167803988e+16,1.828543293697225e+16,-1.7045255519413808e+17
20000310,Q-IPAA,2017-11-10T01:06:49.678568,10000025,Immensea,I,-0.0741661861538887,PPFB-U,40134300,[30002108],30002106,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.37726756835838e+16,-3.693614687733379e+16,-2.2337903711327373e+17
20000429,S-B1E4,2017-11-10T01:06:49.678568,10000035,Deklein,H5,-0.7328062057495117,E-FIC0,40185370,"[30002925, 30002921, 30002924]",30002922,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.5904382414275738e+17,7.786470412277938e+16,3.163187950489885e+17
20000015,Subi,2017-11-10T01:06:49.678568,10000001,Derelik,B2,0.40534910559654236,Bekirdod,40007249,"[30000107, 30000109]",30000110,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.0667189657528974e+17,4.608678347664448e+16,-8.853551154404696e+16
20000446,Elalan,2017-11-10T01:06:49.678568,10000037,Everyshore,D1,0.6894271969795227,Antollare,40193854,"[30003045, 30003046, 30003049, 30003053]",30003051,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.07162585723694e+17,2.0549871753812996e+16,2.82411970044765e+16
20000292,YS-GOP,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.18645651638507843,O-N8XZ,40126868,"[30001989, 30001988, 30001985]",30001986,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.4821789766492298e+17,7.813770077939861e+16,2.0146713497850445e+17
20000442,Chasnaye,2017-11-10T01:06:49.678568,10000037,Everyshore,D1,0.5303086042404175,Torvi,40191698,"[30003022, 30003018]",30003020,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-1.6968949021354506e+17,1.2378366297536356e+16,2.5127216967988664e+16
20000293,WMP-OF,2017-11-10T01:06:49.678568,10000023,Pure Blind,J,-0.07521648705005646,DK-FXK,40127297,"[30001995, 30001993, 30001997, 30001996]",30001994,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-2.7021446218347446e+17,1.135525671436555e+17,2.3714585584147683e+17
20000123,R-CL2W,2017-11-10T01:06:49.678568,10000009,Insmother,F3,-0.5246538519859314,GB-6X5,40053105,"[30000840, 30000838, 30000527]",30000839,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.4446644135636784e+17,-4.423880127787119e+16,-1.9390221107919773e+17
20000174,XR9-LP,2017-11-10T01:06:49.678568,10000014,Catch,I,-0.06440737098455429,WQH-4K,40075766,"[30001188, 30001189, 30001168]",30001194,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,-5.255246075059911e+16,1.609310337435438e+16,-2.050556782819708e+17
20000268,NOB-HD,2017-11-10T01:06:49.678568,10000021,Outer Passage,K7,-0.8456237316131592,4AZV-W,40115985,"[30001817, 30001812]",30001815,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,2.774563477369601e+17,-4740884521724894.0,5.12729758264497e+16
20000120,V2S-RH,2017-11-10T01:06:49.678568,10000009,Insmother,F1,-0.32320281863212585,DFH-V5,40051661,"[30000818, 30000815]",30000816,6e33acf4-c5b3-11e7-8eb1-12217c227ed4,1.9907460602165142e+17,-9978588691485634.0,-1.601282761478447e+17
